edad,fecha_nacimiento,jugador
39 años,2 de abril de 1983,arthur boka
38 años,6 de junio de 1984,roman hubnik
34 años,2 de mayo de 1988,fabian lustenberger
NA,NA,kim ka¤llstra¶m
NA,NA,ja©ra©my pied
32 años,21 de octubre de 1990,bengali fode koita
31 años,28 de mayo de 1991,alexandre lacazette
43 años,23 de julio de 1979,sotirios kyrgiakos
40 años,25 de noviembre de 1982,maximilian nicu
36 años,26 de octubre de 1986,erik jendrisek
37 años,4 de marzo de 1985,hrvoje cale
NA,NA,ludovic sana©
40 años,7 de marzo de 1982,marc planus
23 años,30 de marzo de 1999,carlos marta­nez
42 años,27 de febrero de 1980,ivan hernandez
33 años,1 de marzo de 1989,carlos vela
39 años,10 de mayo de 1983,david barral
41 años,8 de enero de 1981,sebastian eguren
37 años,2 de diciembre de 1985,alberto de la bella
NA,NA,lora
43 años,18 de febrero de 1979,mikel aranburu
36 años,19 de julio de 1986,david zurutuza
43 años,26 de marzo de 1979,nacho novo
32 años,8 de marzo de 1990,asier illarramendi
34 años,7 de febrero de 1988,roberto canella
35 años,24 de febrero de 1987,imanol agirretxe
34 años,2 de abril de 1988,andre castro
36 años,19 de junio de 1986,de las cuevas
36 años,3 de agosto de 1986,sergio alvarez
NA,NA,alberto bota­a
44 años,16 de febrero de 1978,alberto rivera
36 años,9 de abril de 1986,carlos martinez
36 años,10 de octubre de 1986,vadim demidov
38 años,5 de octubre de 1984,gaston sangoy
31 años,17 de mayo de 1991,inigo martinez
39 años,29 de agosto de 1983,xabi prieto
34 años,26 de abril de 1988,oscar trejo
35 años,3 de enero de 1987,daniel estrada
33 años,27 de enero de 1989,alberto botia
35 años,8 de junio de 1987,diego ifran
36 años,9 de noviembre de 1986,prince tagoe
30 años,24 de junio de 1992,david alaba
35 años,10 de julio de 1987,clemens walch
30 años,4 de marzo de 1992,bernd leno
37 años,11 de abril de 1985,pablo hernandez
37 años,27 de mayo de 1985,roberto soldado
34 años,14 de marzo de 1988,lautaro acosta
41 años,16 de mayo de 1981,ricardo costa
36 años,3 de marzo de 1986,mehmet topal
26 años,8 de febrero de 1996,kennedy
36 años,19 de marzo de 1986,pape diop
33 años,31 de marzo de 1989,pablo piatti
34 años,29 de junio de 1988,ever banega
36 años,27 de diciembre de 1985,adil rami
34 años,5 de junio de 1988,osmar barba
53 años,31 de julio de 1969,tono
38 años,3 de diciembre de 1984,manuel arana
47 años,19 de junio de 1975,pedro munitis
33 años,21 de marzo de 1989,jordi alba
27 años,13 de julio de 1995,adrian
37 años,9 de enero de 1985,tino costa
40 años,9 de febrero de 1982,domingo cisma
38 años,29 de octubre de 1984,alvaro gonza¡lez
NA,NA,toa±o
31 años,16 de febrero de 1991,sergio canales
33 años,23 de marzo de 1989,edu bedia
39 años,5 de julio de 1983,jonas
27 años,13 de julio de 1995,adria¡n
32 años,2 de noviembre de 1990,borja garca­a
32 años,2 de noviembre de 1990,borja garcia
38 años,29 de octubre de 1984,alvaro gonzalez
29 años,2 de junio de 1993,patrick rakovsky
37 años,19 de diciembre de 1984,dominik reinhardt
40 años,31 de julio de 1982,edmond kapllani
39 años,2 de junio de 1983,maxime baca
37 años,18 de mayo de 1985,henrique sereno
33 años,3 de febrero de 1989,slobodan rajkovic
32 años,25 de abril de 1990,abdoulaye bamba
37 años,30 de abril de 1985,guillaume rippert
37 años,7 de febrero de 1985,christophe mandanne
44 años,19 de julio de 1978,jonathan zebina
31 años,25 de junio de 1991,esmael goncalves
29 años,27 de agosto de 1993,adama ba
44 años,30 de marzo de 1978,edouard cisse
44 años,30 de marzo de 1978,edouard cissaa©
35 años,24 de enero de 1987,steven mouyokolo
40 años,6 de mayo de 1982,paulao
34 años,27 de marzo de 1988,atsuto uchida
NA,NA,ciprian marica
34 años,22 de febrero de 1988,efraa­n jua¡rez
38 años,5 de enero de 1984,ikechukwu uche
35 años,21 de junio de 1987,pablo barrera
34 años,12 de mayo de 1988,marcelo
38 años,7 de agosto de 1984,angel lafita
39 años,26 de febrero de 1983,pepe
40 años,5 de julio de 1982,javier paredes
34 años,14 de febrero de 1988,angel di maria
36 años,30 de marzo de 1986,sergio ramos
34 años,15 de octubre de 1988,mesut ozil
25 años,2 de octubre de 1997,abraham
34 años,22 de febrero de 1988,efrain juarez
37 años,5 de febrero de 1985,cristiano ronaldo
34 años,19 de diciembre de 1987,karim benzema
49 años,10 de abril de 1973,roberto
41 años,25 de noviembre de 1981,xabi alonso
44 años,5 de junio de 1978,fernando meira
32 años,5 de septiembre de 1990,franco zuculini
34 años,11 de marzo de 1988,fabio coentrao
40 años,29 de enero de 1982,leonardo ponzio
44 años,18 de mayo de 1978,ricardo carvalho
42 años,1 de febrero de 1980,paulo da silva
34 años,12 de junio de 1988,adam pinter
35 años,11 de febrero de 1987,jose callejon
34 años,11 de marzo de 1988,fa¡bio coentra£o
36 años,5 de noviembre de 1986,edu oriol
35 años,10 de diciembre de 1987,gonzalo higuain
40 años,22 de abril de 1982,kaka
35 años,12 de enero de 1987,salvatore sirigu
34 años,11 de julio de 1988,etienne capoue
40 años,25 de mayo de 1982,daniel braaten
37 años,20 de abril de 1985,pavle ninkov
34 años,1 de agosto de 1988,faycal fajr
29 años,12 de julio de 1993,ibrahima tandia
37 años,20 de agosto de 1985,alvaro negredo
34 años,26 de julio de 1988,diego perotti
33 años,16 de septiembre de 1989,rondon
42 años,18 de agosto de 1980,emir spahic
46 años,1 de julio de 1976,ruud van nistelrooy
39 años,10 de septiembre de 1983,jeremy toulalan
37 años,10 de abril de 1985,jesus gamez
43 años,17 de agosto de 1979,julien escude
41 años,21 de julio de 1981,joaquin
37 años,21 de noviembre de 1985,jesus navas
35 años,3 de agosto de 1987,gary medel
33 años,18 de abril de 1989,fernando navarro
38 años,13 de febrero de 1984,apono
38 años,25 de febrero de 1984,manu del moral
35 años,7 de abril de 1987,martin caceres
39 años,1 de octubre de 1983,eliseu
41 años,20 de diciembre de 1980,marta­n demichelis
38 años,22 de marzo de 1984,piotr trochowski
NA,NA,ja©ra©my toulalan
35 años,26 de abril de 1987,coke
37 años,23 de mayo de 1985,seba fernandez
42 años,10 de febrero de 1980,enzo maresca
37 años,13 de diciembre de 1984,santiago cazorla
41 años,20 de diciembre de 1980,martin demichelis
42 años,5 de abril de 1980,joris mathijsen
38 años,4 de enero de 1984,javi fuego
33 años,14 de agosto de 1989,ander
32 años,14 de diciembre de 1989,botelho
42 años,19 de agosto de 1980,carlos gurpegui
47 años,8 de febrero de 1975,jose maria movilla
33 años,8 de marzo de 1989,ander iturraspe
37 años,26 de febrero de 1985,fernando llorente
41 años,28 de febrero de 1981,roberto trashorras
33 años,30 de mayo de 1989,mikel san josa©
33 años,1 de mayo de 1989,alejandro arribas
33 años,21 de marzo de 1989,jordi
34 años,14 de diciembre de 1987,markel susaeta
36 años,21 de marzo de 1986,michu
33 años,14 de abril de 1989,oscar de marcos
29 años,19 de diciembre de 1992,iker muniain
29 años,13 de junio de 1993,piti
34 años,2 de septiembre de 1988,javi martinez
37 años,29 de marzo de 1985,fernando amorebieta
41 años,6 de marzo de 1981,gorka iraizoz
47 años,8 de febrero de 1975,josa© mara­a movilla
34 años,14 de enero de 1988,josa© casado
30 años,11 de enero de 1992,dani
33 años,30 de mayo de 1989,mikel san jose
34 años,14 de enero de 1988,jose casado
NA,NA,lass
43 años,10 de febrero de 1979,igor gabilondo
38 años,9 de agosto de 1984,gaizka toquero
40 años,22 de junio de 1982,andoni iraola
38 años,11 de diciembre de 1984,nestor susaeta
37 años,19 de agosto de 1985,miku
34 años,16 de enero de 1988,vicente iborra
30 años,10 de abril de 1992,mane
47 años,4 de septiembre de 1975,sergio ballesteros
37 años,9 de enero de 1985,juanfran
40 años,12 de diciembre de 1981,pedro rios
28 años,25 de marzo de 1994,mana©
41 años,23 de abril de 1981,valdo
46 años,11 de marzo de 1976,francisco casquero
43 años,19 de febrero de 1979,ruben suarez
38 años,15 de marzo de 1984,mehdi lacen
36 años,28 de enero de 1986,miguel torres
39 años,1 de noviembre de 1983,pedro lopez
37 años,5 de mayo de 1985,masilela
43 años,27 de abril de 1979,barkero
28 años,28 de febrero de 1994,juan rodriguez
42 años,5 de mayo de 1980,alberto lopo
23 años,10 de marzo de 1999,abdel
38 años,27 de octubre de 1984,nano
43 años,13 de julio de 1979,cata diaz
36 años,21 de noviembre de 1986,xavi torres
42 años,8 de mayo de 1980,juanlu
30 años,11 de mayo de 1992,pablo sarabia
21 años,16 de abril de 2001,aranda
36 años,27 de agosto de 1986,nabil el zhar
37 años,20 de junio de 1985,aura©lien chedjou
33 años,17 de octubre de 1989,david timor
34 años,22 de julio de 1988,silvio
32 años,13 de julio de 1990,eduardo salvio
42 años,7 de septiembre de 1980,javad nekounam
35 años,1983–2019,jose antonio reyes
38 años,17 de enero de 1984,roversio
35 años,24 de febrero de 1987,mario suarez
NA,NA,francisco punal
32 años,12 de julio de 1990,tiago
36 años,30 de marzo de 1986,sergio
40 años,22 de mayo de 1982,marc bertra¡n
38 años,29 de enero de 1984,alvaro cejudo
39 años,10 de julio de 1983,gabi
NA,NA,nino
33 años,16 de mayo de 1989,alvaro dominguez
43 años,30 de enero de 1979,luis perea
39 años,6 de octubre de 1983,asier riesgo
33 años,16 de mayo de 1989,alvaro doma­nguez
40 años,22 de mayo de 1982,marc bertran
36 años,25 de febrero de 1986,kike sola
41 años,15 de abril de 1981,andres
34 años,31 de diciembre de 1987,roland lamah
34 años,15 de septiembre de 1988,jukka raitala
30 años,11 de mayo de 1992,thibaut courtois
35 años,29 de marzo de 1987,lolo
35 años,30 de enero de 1987,arda turan
28 años,20 de noviembre de 1994,andra©s
32 años,23 de abril de 1990,rui fonte
37 años,22 de abril de 1985,pablo caceres
39 años,5 de mayo de 1983,joan verdu
47 años,28 de abril de 1975,marti
36 años,23 de noviembre de 1986,alejandro alfaro
36 años,11 de mayo de 1986,javier marquez
33 años,2 de marzo de 1989,raul baena
35 años,13 de septiembre de 1987,jonathan de guzman
33 años,9 de junio de 1989,da­dac
38 años,25 de octubre de 1984,ivan ramis
64 años,4 de abril de 1958,chico
53 años,1 de junio de 1969,luis garcia
35 años,2 de mayo de 1987,tomer hemed
37 años,13 de noviembre de 1985,cristian alvarez
38 años,29 de octubre de 1984,alvaro
35 años,13 de septiembre de 1987,jonathan de guzmaa¡n
32 años,28 de mayo de 1990,sergio tejera
33 años,30 de septiembre de 1989,emilio nsue
35 años,30 de diciembre de 1986,gianni zuiverloon
33 años,9 de junio de 1989,didac
45 años,17 de octubre de 1977,dudu aouate
34 años,17 de enero de 1988,hector moreno
36 años,21 de enero de 1986,javi lopez
39 años,9 de junio de 1983,sergio garcia
34 años,19 de noviembre de 1988,victor
30 años,21 de marzo de 1992,jordi amat
36 años,17 de julio de 1986,juan albin
35 años,14 de octubre de 1987,tomas pina
30 años,13 de mayo de 1992,thievy
37 años,22 de abril de 1985,pablo ca¡ceres
37 años,12 de enero de 1985,borja valero
42 años,16 de enero de 1980,seydou keita
33 años,19 de diciembre de 1988,alexis sanchez
38 años,11 de mayo de 1984,andres iniesta
32 años,26 de agosto de 1990,mateo musacchio
35 años,28 de julio de 1987,pedro
25 años,16 de noviembre de 1997,bruno
31 años,11 de abril de 1991,thiago alcantara
35 años,4 de mayo de 1987,francesc fabregas
38 años,10 de abril de 1984,gonzalo
35 años,24 de junio de 1987,lionel messi
35 años,1 de febrero de 1987,giuseppe rossi
NA,NA,diego la³pez
43 años,31 de julio de 1979,carlos marchena
36 años,30 de septiembre de 1986,christian zapata
41 años,3 de agosto de 1981,cani
43 años,11 de septiembre de 1979,eric abidal
36 años,5 de noviembre de 1986,joan oriol
38 años,14 de julio de 1984,nilmar
38 años,8 de junio de 1984,javier mascherano
32 años,25 de julio de 1990,wakaso
41 años,3 de diciembre de 1981,david villa
42 años,17 de julio de 1980,javier camunas
34 años,16 de julio de 1988,sergio busquets
40 años,12 de julio de 1982,antonio cassano
44 años,29 de noviembre de 1978,cristian ledesma
35 años,6 de marzo de 1987,kevinprince boateng
44 años,9 de enero de 1978,gennaro gattuso
43 años,15 de mayo de 1979,andre dias
38 años,7 de julio de 1984,alberto aquilani
45 años,29 de mayo de 1977,massimo ambrosini
42 años,8 de enero de 1980,stefano mauri
44 años,9 de junio de 1978,miroslav klose
41 años,12 de agosto de 1981,djibril cisse
41 años,3 de octubre de 1981,zlatan ibrahimovic
45 años,8 de mayo de 1977,giuseppe biava
37 años,29 de mayo de 1985,hernanes
44 años,20 de enero de 1978,luciano zauri
45 años,22 de abril de 1977,mark van bommel
45 años,9 de noviembre de 1977,albano bizzarri
46 años,30 de enero de 1976,christian brocchi
40 años,4 de agosto de 1982,luca antonini
38 años,9 de marzo de 1984,abdoulay konko
46 años,19 de marzo de 1976,alessandro nesta
38 años,22 de septiembre de 1984,thiago silva
36 años,12 de noviembre de 1986,ignazio abate
37 años,9 de abril de 1985,antonio nocerino
33 años,2 de septiembre de 1989,alexandre pato
31 años,14 de junio de 1991,andra© dias
31 años,7 de enero de 1991,clement grenier
33 años,25 de enero de 1989,victor ruiz
39 años,29 de octubre de 1983,jeremy mathieu
36 años,10 de febrero de 1986,falcao
33 años,25 de enero de 1989,va­ctor ruiz
45 años,1 de septiembre de 1977,david albelda
38 años,7 de septiembre de 1984,miranda
37 años,9 de agosto de 1985,filipe luis
37 años,11 de abril de 1985,pablo herna¡ndez
37 años,28 de febrero de 1985,diego
35 años,10 de enero de 1987,vicente guaita
38 años,2 de abril de 1984,miguel angel moya¡
37 años,21 de diciembre de 1984,juan valera
42 años,17 de agosto de 1980,daniel guiza
28 años,28 de febrero de 1994,juan rodra­guez
38 años,17 de noviembre de 1984,adrian colunga
35 años,2 de julio de 1987,esteban granero
42 años,5 de julio de 1980,david rozehnal
37 años,7 de enero de 1985,banel nicolita
29 años,16 de abril de 1993,joseph yannick mbone
33 años,27 de mayo de 1989,innocent emeghara
44 años,13 de junio de 1978,antonio da silva
41 años,11 de diciembre de 1981,mohamed zidan
35 años,26 de junio de 1987,samuel bouhours
31 años,31 de mayo de 1991,gil
31 años,3 de julio de 1991,nam taehee
32 años,19 de agosto de 1990,vincent pajot
41 años,3 de noviembre de 1981,diego lopez
32 años,24 de noviembre de 1990,mario gaspar
54 años,31 de marzo de 1968,cesar
45 años,2 de septiembre de 1977,frederic kanoute
33 años,19 de diciembre de 1988,alexis
36 años,26 de octubre de 1986,marco ruben
22 años,24 de julio de 2000,campana
40 años,10 de septiembre de 1982,javi varas
34 años,10 de marzo de 1988,ivan rakitic
31 años,27 de enero de 1991,aleksandar ignjovski
39 años,6 de mayo de 1983,dani alves
42 años,25 de enero de 1980,xavi
31 años,21 de marzo de 1991,antoine griezmann
35 años,4 de abril de 1987,mcdonald mariga
40 años,17 de febrero de 1982,adriano
33 años,14 de noviembre de 1989,andreu fonta¡s
33 años,14 de noviembre de 1989,andreu fontas
34 años,5 de marzo de 1988,liassine cadamuro
35 años,4 de mayo de 1987,francesc fa¡bregas
33 años,24 de noviembre de 1989,mario gavranovic
34 años,2 de enero de 1988,julian baumgartlinger
36 años,3 de marzo de 1986,florian marange
42 años,28 de febrero de 1980,christian poulsen
NA,NA,gra©gory sertic
40 años,30 de diciembre de 1981,cedric carrasso
41 años,26 de noviembre de 1981,stephan andersen
40 años,11 de febrero de 1982,christian maggio
35 años,28 de marzo de 1987,yohan benalouane
37 años,3 de mayo de 1985,ezequiel lavezzi
43 años,8 de enero de 1979,adrian mutu
42 años,24 de agosto de 1980,giuseppe colucci
41 años,11 de septiembre de 1981,andrea dossena
37 años,25 de enero de 1985,marco parolo
38 años,27 de junio de 1984,gokhan inler
35 años,28 de febrero de 1987,antonio candreva
35 años,14 de febrero de 1987,edinson cavani
36 años,12 de abril de 1986,blerim dzemaili
42 años,27 de junio de 1980,hugo campagnaro
44 años,16 de octubre de 1978,gianluca comotto
41 años,21 de enero de 1981,roberto guana
41 años,26 de junio de 1981,paolo cannavaro
40 años,23 de diciembre de 1981,mario santana
NA,NA,ga¶khan inler
34 años,22 de diciembre de 1987,eder
